['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']

98.0 , 3952.30769231 , 4350.76923077 , 4389.23076923 , 4192.82051282 , 4335.8974359 , 4533.33333333 , 4382.05128205 , 4169.74358974 , 4355.8974359 , 3820.0 , 3806.66666667 , 4285.12820513 , 4162.56410256 , 4304.61538462 , 1659.0 , 1698.0 , 22.299 , 0.0 , 0.0 , 0.0 , 0.0 , 

99.0 , 3951.79487179 , 4352.30769231 , 4386.66666667 , 4194.35897436 , 4335.8974359 , 4534.35897436 , 4384.61538462 , 4172.30769231 , 4354.87179487 , 3818.46153846 , 3809.23076923 , 4288.71794872 , 4160.51282051 , 4304.1025641 , 1659.0 , 1698.0 , 22.299 , 0.0 , 0.0 , 0.0 , 0.0 , 

100.0 , 3950.76923077 , 4353.33333333 , 4386.15384615 , 4190.76923077 , 4336.41025641 , 4536.92307692 , 4384.61538462 , 4172.30769231 , 4353.84615385 , 3818.46153846 , 3809.23076923 , 4288.71794872 , 4160.0 , 4304.61538462 , 1659.0 , 1697.0 , 22.314 , 0.0 , 0.0 , 0.0 , 0.0 , 

101.0 , 3948.20512821 , 4352.82051282 , 4387.17948718 , 4189.74358974 , 4336.41025641 , 4534.87179487 , 4384.1025641 , 4171.79487179 , 4354.35897436 , 3818.97435897 , 3808.71794872 , 4286.15384615 , 4160.0 , 4304.61538462 , 1658.0 , 1699.0 , 22.314 , 0.0 , 0.0 , 0.0 , 0.0 , 

102.0 , 3950.76923077 , 4352.30769231 , 4386.66666667 , 4192.30769231 , 4335.8974359 , 4531.28205128 , 4384.61538462 , 4175.38461538 , 4354.35897436 , 3818.46153846 , 3810.25641026 , 4286.66666667 , 4158.97435897 , 4304.1025641 , 1660.0 , 1698.0 , 22.33 , 0.0 , 0.0 , 0.0 , 0.0 , 

103.0 , 3952.30769231 , 4352.30769231 , 4388.71794872 , 4192.82051282 , 4333.84615385 , 4532.82051282 , 4384.61538462 , 4174.87179487 , 4353.33333333 , 3818.46153846 , 3809.23076923 , 4287.69230769 , 4156.92307692 , 4303.07692308 , 1659.0 , 1698.0 , 22.33 , 0.0 , 0.0 , 0.0 , 0.0 , 

104.0 , 3948.71794872 , 4350.25641026 , 4389.23076923 , 4192.30769231 , 4333.33333333 , 4536.41025641 , 4384.1025641 , 4171.28205128 , 4352.30769231 , 3818.46153846 , 3807.17948718 , 4286.15384615 , 4155.38461538 , 4301.53846154 , 1659.0 , 1699.0 , 22.346 , 0.0 , 0.0 , 0.0 , 0.0 , 

105.0 , 3947.17948718 , 4348.71794872 , 4388.71794872 , 4191.79487179 , 4334.87179487 , 4535.38461538 , 4382.56410256 , 4172.30769231 , 4353.33333333 , 3818.46153846 , 3808.71794872 , 4286.15384615 , 4156.92307692 , 4302.05128205 , 1659.0 , 1698.0 , 22.346 , 0.0 , 0.0 , 0.0 , 0.0 , 

106.0 , 3947.17948718 , 4351.79487179 , 4389.74358974 , 4191.28205128 , 4335.8974359 , 4533.84615385 , 4382.05128205 , 4174.87179487 , 4354.35897436 , 3818.46153846 , 3809.74358974 , 4286.66666667 , 4158.46153846 , 4305.64102564 , 1659.0 , 1698.0 , 22.361 , 0.0 , 0.0 , 0.0 , 0.0 , 

107.0 , 3949.23076923 , 4352.30769231 , 4389.74358974 , 4191.28205128 , 4335.38461538 , 4535.38461538 , 4383.58974359 , 4171.28205128 , 4352.30769231 , 3818.46153846 , 3809.23076923 , 4285.64102564 , 4157.94871795 , 4307.17948718 , 1659.0 , 1698.0 , 22.361 , 0.0 , 0.0 , 0.0 , 0.0 , 

108.0 , 3952.30769231 , 4350.76923077 , 4387.69230769 , 4192.30769231 , 4334.35897436 , 4535.8974359 , 4384.61538462 , 4168.71794872 , 4350.76923077 , 3818.46153846 , 3807.69230769 , 4286.15384615 , 4156.92307692 , 4305.64102564 , 1660.0 , 1699.0 , 22.377 , 0.0 , 0.0 , 0.0 , 0.0 , 

109.0 , 3951.28205128 , 4353.33333333 , 4386.66666667 , 4192.30769231 , 4334.87179487 , 4535.8974359 , 4383.07692308 , 4171.79487179 , 4354.35897436 , 3818.46153846 , 3806.66666667 , 4287.17948718 , 4158.97435897 , 4305.12820513 , 1659.0 , 1698.0 , 22.377 , 0.0 , 0.0 , 0.0 , 0.0 , 

110.0 , 3951.79487179 , 4353.84615385 , 4386.15384615 , 4190.25641026 , 4336.92307692 , 4536.41025641 , 4384.61538462 , 4173.84615385 , 4353.33333333 , 3818.46153846 , 3807.69230769 , 4287.69230769 , 4161.53846154 , 4305.64102564 , 1659.0 , 1699.0 , 22.392 , 0.0 , 0.0 , 0.0 , 0.0 , 

111.0 , 3954.87179487 , 4350.76923077 , 4387.69230769 , 4190.25641026 , 4334.35897436 , 4535.8974359 , 4385.64102564 , 4173.84615385 , 4348.20512821 , 3818.46153846 , 3809.74358974 , 4286.66666667 , 4160.51282051 , 4305.64102564 , 1659.0 , 1698.0 , 22.392 , 0.0 , 0.0 , 0.0 , 0.0 , 

112.0 , 3950.25641026 , 4350.25641026 , 4388.71794872 , 4191.28205128 , 4331.79487179 , 4535.38461538 , 4381.53846154 , 4174.87179487 , 4350.25641026 , 3818.46153846 , 3808.71794872 , 4286.15384615 , 4157.94871795 , 4303.58974359 , 1659.0 , 1699.0 , 22.408 , 0.0 , 0.0 , 0.0 , 0.0 , 

113.0 , 3945.64102564 , 4352.30769231 , 4388.71794872 , 4191.79487179 , 4333.84615385 , 4534.87179487 , 4381.53846154 , 4174.35897436 , 4354.35897436 , 3818.46153846 , 3807.17948718 , 4286.66666667 , 4158.46153846 , 4303.07692308 , 1660.0 , 1697.0 , 22.408 , 0.0 , 0.0 , 0.0 , 0.0 , 

114.0 , 3948.71794872 , 4350.76923077 , 4388.71794872 , 4191.79487179 , 4335.38461538 , 4533.84615385 , 4386.15384615 , 4172.30769231 , 4351.79487179 , 3818.46153846 , 3807.17948718 , 4287.69230769 , 4159.48717949 , 4305.12820513 , 1659.0 , 1699.0 , 22.424 , 0.0 , 0.0 , 0.0 , 0.0 , 

115.0 , 3951.28205128 , 4348.20512821 , 4389.23076923 , 4192.30769231 , 4334.87179487 , 4535.8974359 , 4385.12820513 , 4172.30769231 , 4351.79487179 , 3818.46153846 , 3807.69230769 , 4287.17948718 , 4158.97435897 , 4304.1025641 , 1659.0 , 1699.0 , 22.424 , 0.0 , 0.0 , 0.0 , 0.0 , 

116.0 , 3950.25641026 , 4348.20512821 , 4389.74358974 , 4193.33333333 , 4335.8974359 , 4534.87179487 , 4381.53846154 , 4174.35897436 , 4354.35897436 , 3818.46153846 , 3807.17948718 , 4287.17948718 , 4158.46153846 , 4303.07692308 , 1658.0 , 1698.0 , 22.439 , 0.0 , 0.0 , 0.0 , 0.0 , 

117.0 , 3950.25641026 , 4351.28205128 , 4390.25641026 , 4191.79487179 , 4335.8974359 , 4528.20512821 , 4384.1025641 , 4175.8974359 , 4352.30769231 , 3818.46153846 , 3805.64102564 , 4288.71794872 , 4158.97435897 , 4305.64102564 , 1659.0 , 1698.0 , 22.439 , 0.0 , 0.0 , 0.0 , 0.0 , 

118.0 , 3949.23076923 , 4351.79487179 , 4388.20512821 , 4190.25641026 , 4335.8974359 , 4529.74358974 , 4385.64102564 , 4173.84615385 , 4351.79487179 , 3818.46153846 , 3806.15384615 , 4287.69230769 , 4158.97435897 , 4306.15384615 , 1659.0 , 1698.0 , 22.455 , 0.0 , 0.0 , 0.0 , 0.0 , 

119.0 , 3951.28205128 , 4349.74358974 , 4387.17948718 , 4190.76923077 , 4336.41025641 , 4537.94871795 , 4383.07692308 , 4171.28205128 , 4352.30769231 , 3818.46153846 , 3808.71794872 , 4286.66666667 , 4158.46153846 , 4304.1025641 , 1659.0 , 1699.0 , 22.455 , 0.0 , 0.0 , 0.0 , 0.0 , 

120.0 , 3952.82051282 , 4350.76923077 , 4388.20512821 , 4192.30769231 , 4335.8974359 , 4537.43589744 , 4383.07692308 , 4173.84615385 , 4352.30769231 , 3818.46153846 , 3808.71794872 , 4287.69230769 , 4158.46153846 , 4304.1025641 , 1659.0 , 1699.0 , 22.47 , 0.0 , 0.0 , 0.0 , 0.0 , 

121.0 , 3950.25641026 , 4352.82051282 , 4388.71794872 , 4192.30769231 , 4334.87179487 , 4532.82051282 , 4384.1025641 , 4176.41025641 , 4352.82051282 , 3818.46153846 , 3807.17948718 , 4288.20512821 , 4158.46153846 , 4305.12820513 , 1659.0 , 1698.0 , 22.47 , 0.0 , 0.0 , 0.0 , 0.0 , 

122.0 , 3949.23076923 , 4353.33333333 , 4389.23076923 , 4191.28205128 , 4332.82051282 , 4535.38461538 , 4382.56410256 , 4175.38461538 , 4352.30769231 , 3818.46153846 , 3807.69230769 , 4287.69230769 , 4157.43589744 , 4305.64102564 , 1659.0 , 1698.0 , 22.486 , 0.0 , 0.0 , 0.0 , 0.0 , 

123.0 , 3949.74358974 , 4351.79487179 , 4389.74358974 , 4191.28205128 , 4331.79487179 , 4535.38461538 , 4383.07692308 , 4174.35897436 , 4352.82051282 , 3818.46153846 , 3809.23076923 , 4287.69230769 , 4158.46153846 , 4304.1025641 , 1658.0 , 1699.0 , 22.486 , 0.0 , 0.0 , 0.0 , 0.0 , 

124.0 , 3949.23076923 , 4350.25641026 , 4389.74358974 , 4192.30769231 , 4333.33333333 , 4531.28205128 , 4385.64102564 , 4173.84615385 , 4351.79487179 , 3818.46153846 , 3809.23076923 , 4288.20512821 , 4160.51282051 , 4302.56410256 , 1660.0 , 1698.0 , 22.502 , 0.0 , 0.0 , 0.0 , 0.0 , 

125.0 , 3951.28205128 , 4350.76923077 , 4390.25641026 , 4193.84615385 , 4334.87179487 , 4531.79487179 , 4385.12820513 , 4173.33333333 , 4350.25641026 , 3818.46153846 , 3808.71794872 , 4286.66666667 , 4157.43589744 , 4304.61538462 , 1658.0 , 1698.0 , 22.502 , 0.0 , 0.0 , 0.0 , 0.0 , 

126.0 , 3952.82051282 , 4351.79487179 , 4389.23076923 , 4192.82051282 , 4333.84615385 , 4535.8974359 , 4383.58974359 , 4174.87179487 , 4351.28205128 , 3818.46153846 , 3807.69230769 , 4286.66666667 , 4156.41025641 , 4305.64102564 , 1659.0 , 1698.0 , 22.517 , 0.0 , 0.0 , 0.0 , 0.0 , 

127.0 , 3948.71794872 , 4351.79487179 , 4388.20512821 , 4189.74358974 , 4333.33333333 , 4534.35897436 , 4385.12820513 , 4174.35897436 , 4353.33333333 , 3818.46153846 , 3807.17948718 , 4287.69230769 , 4158.97435897 , 4303.07692308 , 1659.0 , 1698.0 , 22.517 , 0.0 , 0.0 , 0.0 , 0.0 , 

128.0 , 3947.69230769 , 4350.76923077 , 4389.23076923 , 4190.25641026 , 4335.38461538 , 4531.79487179 , 4385.64102564 , 4174.35897436 , 4352.82051282 , 3818.97435897 , 3808.71794872 , 4287.17948718 , 4158.46153846 , 4302.56410256 , 1660.0 , 1699.0 , 22.533 , 0.0 , 0.0 , 0.0 , 0.0 , 

0.0 , 3950.25641026 , 4350.25641026 , 4390.25641026 , 4191.28205128 , 4335.8974359 , 4532.82051282 , 4384.1025641 , 4175.8974359 , 4352.30769231 , 3818.97435897 , 3808.71794872 , 4286.15384615 , 4157.94871795 , 4304.61538462 , 1659.0 , 1698.0 , 22.533 , 0.0 , 0.0 , 0.0 , 0.0 , 

1.0 , 3950.76923077 , 4350.76923077 , 4388.71794872 , 4190.25641026 , 4334.35897436 , 4531.79487179 , 4385.12820513 , 4173.33333333 , 4354.35897436 , 3818.97435897 , 3809.74358974 , 4285.64102564 , 4161.02564103 , 4303.58974359 , 1658.0 , 1699.0 , 22.548 , 0.0 , 0.0 , 0.0 , 0.0 , 

2.0 , 3949.23076923 , 4351.28205128 , 4387.69230769 , 4190.25641026 , 4332.30769231 , 4527.17948718 , 4385.64102564 , 4173.33333333 , 4352.82051282 , 3818.97435897 , 3810.25641026 , 4286.15384615 , 4158.46153846 , 4303.07692308 , 1659.0 , 1698.0 , 22.548 , 0.0 , 0.0 , 0.0 , 0.0 , 

3.0 , 3950.25641026 , 4352.30769231 , 4389.23076923 , 4193.33333333 , 4333.84615385 , 4528.20512821 , 4383.07692308 , 4174.35897436 , 4351.79487179 , 3818.97435897 , 3808.20512821 , 4287.17948718 , 4156.41025641 , 4306.66666667 , 1659.0 , 1698.0 , 22.564 , 0.0 , 0.0 , 0.0 , 0.0 , 

4.0 , 3950.25641026 , 4351.28205128 , 4390.25641026 , 4192.82051282 , 4336.92307692 , 4533.84615385 , 4382.56410256 , 4172.30769231 , 4353.33333333 , 3818.97435897 , 3807.17948718 , 4287.17948718 , 4160.0 , 4306.66666667 , 1659.0 , 1698.0 , 22.564 , 0.0 , 0.0 , 0.0 , 0.0 , 

5.0 , 3948.20512821 , 4350.76923077 , 4387.17948718 , 4190.76923077 , 4336.92307692 , 4535.8974359 , 4383.58974359 , 4170.76923077 , 4353.84615385 , 3818.97435897 , 3809.74358974 , 4287.17948718 , 4160.51282051 , 4304.1025641 , 1658.0 , 1698.0 , 22.58 , 0.0 , 0.0 , 0.0 , 0.0 , 

6.0 , 3948.20512821 , 4351.79487179 , 4386.15384615 , 4191.28205128 , 4335.38461538 , 4535.8974359 , 4384.1025641 , 4173.84615385 , 4352.82051282 , 3818.97435897 , 3808.71794872 , 4285.64102564 , 4157.94871795 , 4304.61538462 , 1659.0 , 1698.0 , 22.58 , 0.0 , 0.0 , 0.0 , 0.0 , 

7.0 , 3949.23076923 , 4351.79487179 , 4389.74358974 , 4190.25641026 , 4334.35897436 , 4531.79487179 , 4384.1025641 , 4174.87179487 , 4352.82051282 , 3818.97435897 , 3807.17948718 , 4285.12820513 , 4159.48717949 , 4304.61538462 , 1658.0 , 1698.0 , 22.595 , 0.0 , 0.0 , 0.0 , 0.0 , 

8.0 , 3948.20512821 , 4349.74358974 , 4391.28205128 , 4189.74358974 , 4335.38461538 , 4528.71794872 , 4384.1025641 , 4172.82051282 , 4352.30769231 , 3818.97435897 , 3809.23076923 , 4287.69230769 , 4161.02564103 , 4303.07692308 , 1660.0 , 1699.0 , 22.595 , 0.0 , 0.0 , 0.0 , 0.0 , 

9.0 , 3948.20512821 , 4350.76923077 , 4389.74358974 , 4191.79487179 , 4335.8974359 , 4534.35897436 , 4384.1025641 , 4173.33333333 , 4353.33333333 , 3818.97435897 , 3809.23076923 , 4288.20512821 , 4158.46153846 , 4303.58974359 , 1659.0 , 1698.0 , 22.611 , 0.0 , 0.0 , 0.0 , 0.0 , 

10.0 , 3951.28205128 , 4352.30769231 , 4389.23076923 , 4190.25641026 , 4336.41025641 , 4536.92307692 , 4383.58974359 , 4171.79487179 , 4353.33333333 , 3818.97435897 , 3807.17948718 , 4285.64102564 , 4158.97435897 , 4304.1025641 , 1659.0 , 1700.0 , 22.611 , 0.0 , 0.0 , 0.0 , 0.0 , 

11.0 , 3950.76923077 , 4351.28205128 , 4388.71794872 , 4188.71794872 , 4335.8974359 , 4534.35897436 , 4383.07692308 , 4169.74358974 , 4351.28205128 , 3818.97435897 , 3807.69230769 , 4286.15384615 , 4160.0 , 4303.07692308 , 1659.0 , 1698.0 , 22.626 , 0.0 , 0.0 , 0.0 , 0.0 , 

12.0 , 3948.20512821 , 4350.76923077 , 4387.69230769 , 4192.30769231 , 4335.38461538 , 4534.35897436 , 4384.1025641 , 4172.30769231 , 4351.28205128 , 3818.97435897 , 3809.74358974 , 4289.23076923 , 4156.92307692 , 4302.56410256 , 1659.0 , 1699.0 , 22.626 , 0.0 , 0.0 , 0.0 , 0.0 , 

13.0 , 3950.25641026 , 4352.82051282 , 4391.28205128 , 4193.84615385 , 4336.92307692 , 4534.35897436 , 4384.1025641 , 4175.8974359 , 4353.33333333 , 3818.97435897 , 3809.74358974 , 4287.69230769 , 4156.41025641 , 4302.56410256 , 1659.0 , 1698.0 , 22.642 , 0.0 , 0.0 , 0.0 , 0.0 , 

14.0 , 3952.82051282 , 4354.87179487 , 4391.28205128 , 4191.79487179 , 4335.8974359 , 4530.76923077 , 4383.58974359 , 4174.87179487 , 4351.28205128 , 3818.97435897 , 3808.20512821 , 4285.64102564 , 4159.48717949 , 4303.07692308 , 1658.0 , 1699.0 , 22.642 , 0.0 , 0.0 , 0.0 , 0.0 , 

15.0 , 3949.74358974 , 4351.28205128 , 4384.1025641 , 4190.76923077 , 4332.82051282 , 4532.30769231 , 4383.58974359 , 4172.82051282 , 4349.74358974 , 3818.97435897 , 3807.17948718 , 4286.15384615 , 4158.46153846 , 4304.61538462 , 1659.0 , 1698.0 , 22.658 , 0.0 , 0.0 , 0.0 , 0.0 , 

16.0 , 3947.69230769 , 4347.17948718 , 4384.1025641 , 4191.79487179 , 4334.87179487 , 4534.87179487 , 4385.12820513 , 4174.87179487 , 4352.82051282 , 3818.97435897 , 3808.20512821 , 4286.15384615 , 4157.43589744 , 4305.12820513 , 1659.0 , 1699.0 , 22.658 , 0.0 , 0.0 , 0.0 , 0.0 , 

17.0 , 3950.25641026 , 4349.74358974 , 4391.79487179 , 4192.82051282 , 4336.92307692 , 4534.35897436 , 4384.61538462 , 4174.87179487 , 4353.33333333 , 3818.97435897 , 3808.71794872 , 4285.64102564 , 4159.48717949 , 4305.12820513 , 1660.0 , 1698.0 , 22.673 , 0.0 , 0.0 , 0.0 , 0.0 , 

18.0 , 3951.79487179 , 4352.30769231 , 4391.28205128 , 4192.30769231 , 4335.8974359 , 4534.35897436 , 4384.61538462 , 4172.30769231 , 4352.30769231 , 3818.97435897 , 3807.69230769 , 4287.17948718 , 4160.0 , 4304.61538462 , 1659.0 , 1699.0 , 22.673 , 0.0 , 0.0 , 0.0 , 0.0 , 

19.0 , 3949.23076923 , 4351.28205128 , 4386.66666667 , 4192.30769231 , 4336.41025641 , 4535.8974359 , 4385.12820513 , 4173.33333333 , 4352.30769231 , 3818.97435897 , 3806.66666667 , 4288.20512821 , 4158.97435897 , 4303.07692308 , 1660.0 , 1698.0 , 22.689 , 0.0 , 0.0 , 0.0 , 0.0 , 

20.0 , 3948.20512821 , 4352.82051282 , 4389.23076923 , 4192.30769231 , 4336.41025641 , 4535.38461538 , 4383.58974359 , 4175.8974359 , 4352.30769231 , 3818.97435897 , 3807.69230769 , 4288.20512821 , 4159.48717949 , 4304.1025641 , 1659.0 , 1698.0 , 22.689 , 0.0 , 0.0 , 0.0 , 0.0 , 

21.0 , 3950.76923077 , 4353.84615385 , 4390.76923077 , 4191.79487179 , 4335.38461538 , 4534.87179487 , 4382.56410256 , 4174.35897436 , 4352.30769231 , 3818.97435897 , 3808.20512821 , 4288.71794872 , 4160.0 , 4306.15384615 , 1659.0 , 1698.0 , 22.704 , 0.0 , 0.0 , 0.0 , 0.0 , 

22.0 , 3951.28205128 , 4351.28205128 , 4388.20512821 , 4191.28205128 , 4336.41025641 , 4535.38461538 , 4384.1025641 , 4170.25641026 , 4351.28205128 , 3818.97435897 , 3808.71794872 , 4287.17948718 , 4160.0 , 4305.12820513 , 1659.0 , 1699.0 , 22.704 , 0.0 , 0.0 , 0.0 , 0.0 , 

23.0 , 3949.23076923 , 4349.74358974 , 4387.69230769 , 4191.79487179 , 4340.0 , 4535.8974359 , 4383.58974359 , 4169.74358974 , 4349.23076923 , 3818.97435897 , 3809.74358974 , 4286.15384615 , 4160.0 , 4302.56410256 , 1659.0 , 1698.0 , 22.721 , 0.0 , 0.0 , 0.0 , 0.0 , 

24.0 , 3948.20512821 , 4349.74358974 , 4389.23076923 , 4192.82051282 , 4337.94871795 , 4535.8974359 , 4382.56410256 , 4171.28205128 , 4350.76923077 , 3818.97435897 , 3807.17948718 , 4287.69230769 , 4159.48717949 , 4303.58974359 , 1659.0 , 1698.0 , 22.721 , 0.0 , 0.0 , 0.0 , 0.0 , 

25.0 , 3948.71794872 , 4350.76923077 , 4388.20512821 , 4192.30769231 , 4331.79487179 , 4534.35897436 , 4384.1025641 , 4172.82051282 , 4353.33333333 , 3818.97435897 , 3806.15384615 , 4289.23076923 , 4161.53846154 , 4305.64102564 , 1660.0 , 1698.0 , 22.737 , 0.0 , 0.0 , 0.0 , 0.0 , 

26.0 , 3950.25641026 , 4352.30769231 , 4386.15384615 , 4192.30769231 , 4332.30769231 , 4534.35897436 , 4386.15384615 , 4173.84615385 , 4351.28205128 , 3818.97435897 , 3808.20512821 , 4288.71794872 , 4161.02564103 , 4303.07692308 , 1658.0 , 1699.0 , 22.737 , 0.0 , 0.0 , 0.0 , 0.0 , 

27.0 , 3950.76923077 , 4350.25641026 , 4387.69230769 , 4193.33333333 , 4337.43589744 , 4535.38461538 , 4385.12820513 , 4173.84615385 , 4350.25641026 , 3818.97435897 , 3809.23076923 , 4288.20512821 , 4157.94871795 , 4300.51282051 , 1660.0 , 1699.0 , 22.752 , 0.0 , 0.0 , 0.0 , 0.0 , 

28.0 , 3951.28205128 , 4348.20512821 , 4390.25641026 , 4189.74358974 , 4335.38461538 , 4534.87179487 , 4382.56410256 , 4173.84615385 , 4353.84615385 , 3818.97435897 , 3808.71794872 , 4287.17948718 , 4157.43589744 , 4304.1025641 , 1658.0 , 1698.0 , 22.752 , 0.0 , 0.0 , 0.0 , 0.0 , 

29.0 , 3951.28205128 , 4350.25641026 , 4389.74358974 , 4187.17948718 , 4332.82051282 , 4533.84615385 , 4383.58974359 , 4173.33333333 , 4352.30769231 , 3818.97435897 , 3809.23076923 , 4286.66666667 , 4159.48717949 , 4307.17948718 , 1658.0 , 1700.0 , 22.768 , 0.0 , 0.0 , 0.0 , 0.0 , 

30.0 , 3950.25641026 , 4352.82051282 , 4388.20512821 , 4191.28205128 , 4335.8974359 , 4534.35897436 , 4385.12820513 , 4172.82051282 , 4349.74358974 , 3818.97435897 , 3807.69230769 , 4287.69230769 , 4158.97435897 , 4305.64102564 , 1660.0 , 1698.0 , 22.768 , 0.0 , 0.0 , 0.0 , 0.0 , 

31.0 , 3947.69230769 , 4352.82051282 , 4388.71794872 , 4194.35897436 , 4334.35897436 , 4534.87179487 , 4382.56410256 , 4173.84615385 , 4352.30769231 , 3818.97435897 , 3806.15384615 , 4288.20512821 , 4157.43589744 , 4304.1025641 , 1659.0 , 1698.0 , 22.783 , 0.0 , 0.0 , 0.0 , 0.0 , 

32.0 , 3947.17948718 , 4352.30769231 , 4389.23076923 , 4191.79487179 , 4331.79487179 , 4533.84615385 , 4381.02564103 , 4174.87179487 , 4354.35897436 , 3818.97435897 , 3808.20512821 , 4286.66666667 , 4157.94871795 , 4304.61538462 , 1659.0 , 1698.0 , 22.799 , 0.0 , 0.0 , 0.0 , 0.0 , 

33.0 , 3948.71794872 , 4352.30769231 , 4389.23076923 , 4191.28205128 , 4334.35897436 , 4535.8974359 , 4384.61538462 , 4172.82051282 , 4351.79487179 , 3818.97435897 , 3808.71794872 , 4287.17948718 , 4158.46153846 , 4306.15384615 , 1659.0 , 1698.0 , 22.815 , 0.0 , 0.0 , 0.0 , 0.0 , 

34.0 , 3949.23076923 , 4351.79487179 , 4387.17948718 , 4192.30769231 , 4335.8974359 , 4536.41025641 , 4385.12820513 , 4173.33333333 , 4350.25641026 , 3818.97435897 , 3807.69230769 , 4288.20512821 , 4159.48717949 , 4305.64102564 , 1660.0 , 1698.0 , 22.815 , 0.0 , 0.0 , 0.0 , 0.0 , 

35.0 , 3950.25641026 , 4351.79487179 , 4385.64102564 , 4191.79487179 , 4335.8974359 , 4533.33333333 , 4382.56410256 , 4175.8974359 , 4353.33333333 , 3818.97435897 , 3810.25641026 , 4288.71794872 , 4160.51282051 , 4303.07692308 , 1658.0 , 1699.0 , 22.815 , 0.0 , 0.0 , 0.0 , 0.0 , 

36.0 , 3950.25641026 , 4350.25641026 , 4388.71794872 , 4192.30769231 , 4335.8974359 , 4534.35897436 , 4383.07692308 , 4175.38461538 , 4353.33333333 , 3818.97435897 , 3810.76923077 , 4288.71794872 , 4159.48717949 , 4304.1025641 , 1660.0 , 1698.0 , 22.815 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 3950.25641026 , 4350.25641026 , 4391.28205128 , 4193.33333333 , 4335.8974359 , 4533.84615385 , 4385.12820513 , 4173.33333333 , 4351.28205128 , 3818.97435897 , 3807.69230769 , 4289.23076923 , 4159.48717949 , 4305.64102564 , 1658.0 , 1698.0 , 22.83 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 3950.25641026 , 4351.28205128 , 4387.17948718 , 4191.28205128 , 4336.41025641 , 4532.30769231 , 4385.64102564 , 4173.33333333 , 4351.79487179 , 3818.97435897 , 3808.20512821 , 4289.23076923 , 4160.0 , 4302.05128205 , 1659.0 , 1699.0 , 22.83 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 3949.74358974 , 4349.23076923 , 4385.12820513 , 4190.25641026 , 4335.38461538 , 4534.87179487 , 4385.12820513 , 4173.33333333 , 4352.82051282 , 3818.97435897 , 3810.76923077 , 4288.20512821 , 4157.94871795 , 4302.56410256 , 1659.0 , 1698.0 , 22.846 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 3949.23076923 , 4348.20512821 , 4388.71794872 , 4192.30769231 , 4332.82051282 , 4536.92307692 , 4385.12820513 , 4173.84615385 , 4352.30769231 , 3818.97435897 , 3808.71794872 , 4285.64102564 , 4156.41025641 , 4306.15384615 , 1659.0 , 1699.0 , 22.846 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 3949.23076923 , 4350.76923077 , 4389.74358974 , 4191.79487179 , 4334.35897436 , 4534.87179487 , 4385.64102564 , 4173.84615385 , 4351.79487179 , 3818.97435897 , 3806.15384615 , 4285.12820513 , 4158.97435897 , 4304.61538462 , 1659.0 , 1697.0 , 22.861 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 3948.71794872 , 4352.30769231 , 4388.71794872 , 4190.25641026 , 4335.8974359 , 4533.84615385 , 4384.1025641 , 4173.33333333 , 4352.82051282 , 3818.97435897 , 3808.20512821 , 4287.17948718 , 4160.51282051 , 4302.56410256 , 1658.0 , 1699.0 , 22.861 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 3948.20512821 , 4352.30769231 , 4389.74358974 , 4190.25641026 , 4334.35897436 , 4534.35897436 , 4382.56410256 , 4173.84615385 , 4353.84615385 , 3818.97435897 , 3808.71794872 , 4288.20512821 , 4158.97435897 , 4303.58974359 , 1659.0 , 1698.0 , 22.877 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 3949.23076923 , 4353.84615385 , 4389.74358974 , 4190.25641026 , 4335.8974359 , 4535.8974359 , 4383.07692308 , 4173.84615385 , 4353.33333333 , 3818.97435897 , 3806.66666667 , 4285.64102564 , 4158.46153846 , 4304.61538462 , 1659.0 , 1698.0 , 22.877 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 3950.76923077 , 4353.33333333 , 4389.23076923 , 4189.74358974 , 4337.43589744 , 4535.38461538 , 4385.64102564 , 4171.79487179 , 4351.79487179 , 3818.97435897 , 3806.15384615 , 4284.61538462 , 4159.48717949 , 4305.12820513 , 1659.0 , 1699.0 , 22.893 , 0.0 , 0.0 , 0.0 , 0.0 , 

