['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']

5.0 , 3961.02564103 , 4349.74358974 , 4394.87179487 , 4198.46153846 , 4341.02564103 , 4533.33333333 , 4398.97435897 , 4127.17948718 , 4300.51282051 , 3812.30769231 , 3809.74358974 , 4232.30769231 , 3691.28205128 , 4275.38461538 , 1679.0 , 1699.0 , 14.502 , 0.0 , 0.0 , 0.0 , 0.0 , 

6.0 , 3923.07692308 , 4329.74358974 , 4383.07692308 , 4189.74358974 , 4335.8974359 , 4526.66666667 , 4380.51282051 , 4129.74358974 , 4296.92307692 , 3806.15384615 , 3806.66666667 , 4217.94871795 , 3913.33333333 , 4264.1025641 , 1664.0 , 1722.0 , 14.518 , 0.0 , 0.0 , 0.0 , 0.0 , 

7.0 , 3913.84615385 , 4323.07692308 , 4366.15384615 , 4187.17948718 , 4331.28205128 , 4533.84615385 , 4373.33333333 , 4124.61538462 , 4295.8974359 , 3801.02564103 , 3808.71794872 , 4227.69230769 , 3976.92307692 , 4231.28205128 , 1655.0 , 1720.0 , 14.518 , 0.0 , 0.0 , 0.0 , 0.0 , 

8.0 , 3876.92307692 , 4343.58974359 , 4407.17948718 , 4201.53846154 , 4336.41025641 , 4541.53846154 , 4391.28205128 , 4125.64102564 , 4302.56410256 , 3804.1025641 , 3811.79487179 , 4242.56410256 , 3753.84615385 , 4231.79487179 , 1644.0 , 1706.0 , 14.533 , 0.0 , 0.0 , 0.0 , 0.0 , 

9.0 , 3869.23076923 , 4351.28205128 , 4464.1025641 , 4216.41025641 , 4345.64102564 , 4541.02564103 , 4400.0 , 4129.23076923 , 4304.1025641 , 3803.07692308 , 3804.1025641 , 4205.64102564 , 3591.79487179 , 4262.56410256 , 1648.0 , 1705.0 , 14.533 , 0.0 , 0.0 , 0.0 , 0.0 , 

10.0 , 3926.66666667 , 4322.05128205 , 4442.05128205 , 4213.33333333 , 4347.17948718 , 4541.53846154 , 4390.76923077 , 4123.58974359 , 4300.0 , 3804.1025641 , 3798.46153846 , 4183.58974359 , 3683.58974359 , 4270.76923077 , 1655.0 , 1698.0 , 14.549 , 0.0 , 0.0 , 0.0 , 0.0 , 

11.0 , 3971.28205128 , 4306.15384615 , 4428.71794872 , 4214.87179487 , 4348.71794872 , 4556.92307692 , 4403.07692308 , 4124.61538462 , 4300.51282051 , 3814.35897436 , 3808.71794872 , 4232.82051282 , 3551.79487179 , 4272.30769231 , 1661.0 , 1699.0 , 14.549 , 0.0 , 0.0 , 0.0 , 0.0 , 

12.0 , 3940.51282051 , 4310.76923077 , 4441.53846154 , 4210.25641026 , 4346.15384615 , 4555.38461538 , 4412.30769231 , 4131.28205128 , 4299.48717949 , 3809.74358974 , 3812.30769231 , 4253.84615385 , 3530.25641026 , 4276.41025641 , 1656.0 , 1696.0 , 14.565 , 0.0 , 0.0 , 0.0 , 0.0 , 

13.0 , 3943.07692308 , 4342.56410256 , 4422.05128205 , 4206.15384615 , 4347.17948718 , 4551.28205128 , 4408.20512821 , 4133.33333333 , 4297.94871795 , 3805.12820513 , 3808.20512821 , 4226.15384615 , 3605.12820513 , 4254.35897436 , 1646.0 , 1698.0 , 14.565 , 0.0 , 0.0 , 0.0 , 0.0 , 

14.0 , 3985.12820513 , 4371.79487179 , 4398.97435897 , 4205.12820513 , 4347.17948718 , 4554.87179487 , 4400.51282051 , 4122.05128205 , 4304.61538462 , 3814.35897436 , 3808.71794872 , 4213.33333333 , 3611.79487179 , 4214.35897436 , 1647.0 , 1699.0 , 14.58 , 0.0 , 0.0 , 0.0 , 0.0 , 

15.0 , 3972.82051282 , 4353.84615385 , 4406.66666667 , 4199.48717949 , 4340.51282051 , 4547.69230769 , 4397.94871795 , 4111.28205128 , 4308.20512821 , 3811.28205128 , 3806.66666667 , 4216.92307692 , 3672.30769231 , 4219.48717949 , 1653.0 , 1709.0 , 14.58 , 0.0 , 0.0 , 0.0 , 0.0 , 

16.0 , 3927.17948718 , 4331.79487179 , 4403.07692308 , 4193.33333333 , 4337.94871795 , 4536.92307692 , 4398.97435897 , 4121.53846154 , 4301.53846154 , 3803.58974359 , 3805.12820513 , 4235.38461538 , 3725.64102564 , 4267.17948718 , 1653.0 , 1706.0 , 14.596 , 0.0 , 0.0 , 0.0 , 0.0 , 

17.0 , 3914.35897436 , 4331.28205128 , 4391.28205128 , 4192.30769231 , 4341.02564103 , 4536.92307692 , 4396.92307692 , 4144.1025641 , 4294.35897436 , 3808.20512821 , 3807.17948718 , 4240.51282051 , 3746.66666667 , 4279.48717949 , 1650.0 , 1702.0 , 14.596 , 0.0 , 0.0 , 0.0 , 0.0 , 

18.0 , 3945.12820513 , 4332.82051282 , 4405.64102564 , 4195.38461538 , 4343.58974359 , 4541.53846154 , 4393.84615385 , 4151.28205128 , 4291.28205128 , 3809.23076923 , 3804.61538462 , 4207.69230769 , 3740.0 , 4253.33333333 , 1651.0 , 1703.0 , 14.611 , 0.0 , 0.0 , 0.0 , 0.0 , 

19.0 , 3966.66666667 , 4329.74358974 , 4409.74358974 , 4197.94871795 , 4343.58974359 , 4541.02564103 , 4392.30769231 , 4128.71794872 , 4297.43589744 , 3806.66666667 , 3801.02564103 , 4195.8974359 , 3749.23076923 , 4237.94871795 , 1653.0 , 1702.0 , 14.611 , 0.0 , 0.0 , 0.0 , 0.0 , 

20.0 , 3954.87179487 , 4336.41025641 , 4396.92307692 , 4197.94871795 , 4342.05128205 , 4538.46153846 , 4392.82051282 , 4100.51282051 , 4310.76923077 , 3811.79487179 , 3804.1025641 , 4218.97435897 , 3751.28205128 , 4252.30769231 , 1652.0 , 1700.0 , 14.627 , 0.0 , 0.0 , 0.0 , 0.0 , 

21.0 , 3937.94871795 , 4339.48717949 , 4390.76923077 , 4192.30769231 , 4337.43589744 , 4536.41025641 , 4390.25641026 , 4108.20512821 , 4309.74358974 , 3808.20512821 , 3807.69230769 , 4222.56410256 , 3753.84615385 , 4268.71794872 , 1648.0 , 1699.0 , 14.627 , 0.0 , 0.0 , 0.0 , 0.0 , 

22.0 , 3940.0 , 4338.46153846 , 4389.23076923 , 4187.69230769 , 4336.92307692 , 4537.43589744 , 4386.15384615 , 4140.51282051 , 4294.87179487 , 3800.0 , 3804.1025641 , 4207.17948718 , 3753.84615385 , 4271.28205128 , 1650.0 , 1696.0 , 14.643 , 0.0 , 0.0 , 0.0 , 0.0 , 

23.0 , 3944.61538462 , 4343.58974359 , 4386.66666667 , 4188.20512821 , 4338.97435897 , 4538.97435897 , 4382.05128205 , 4150.76923077 , 4291.28205128 , 3802.05128205 , 3798.97435897 , 4204.1025641 , 3759.48717949 , 4264.1025641 , 1657.0 , 1695.0 , 14.643 , 0.0 , 0.0 , 0.0 , 0.0 , 

24.0 , 3938.97435897 , 4347.17948718 , 4385.64102564 , 4191.28205128 , 4337.43589744 , 4537.43589744 , 4383.07692308 , 4126.15384615 , 4299.48717949 , 3804.61538462 , 3797.94871795 , 4211.28205128 , 3765.64102564 , 4260.51282051 , 1663.0 , 1699.0 , 14.658 , 0.0 , 0.0 , 0.0 , 0.0 , 

25.0 , 3946.66666667 , 4344.61538462 , 4385.12820513 , 4191.28205128 , 4336.92307692 , 4536.41025641 , 4389.74358974 , 4095.8974359 , 4303.58974359 , 3801.02564103 , 3801.02564103 , 4218.46153846 , 3767.17948718 , 4260.0 , 1666.0 , 1700.0 , 14.658 , 0.0 , 0.0 , 0.0 , 0.0 , 

26.0 , 3961.53846154 , 4344.61538462 , 4386.15384615 , 4191.79487179 , 4338.46153846 , 4535.38461538 , 4390.25641026 , 4099.48717949 , 4303.07692308 , 3806.66666667 , 3800.51282051 , 4215.38461538 , 3767.69230769 , 4255.8974359 , 1660.0 , 1700.0 , 14.674 , 0.0 , 0.0 , 0.0 , 0.0 , 

27.0 , 3963.07692308 , 4349.23076923 , 4385.12820513 , 4193.84615385 , 4336.92307692 , 4533.33333333 , 4383.07692308 , 4133.33333333 , 4297.94871795 , 3814.87179487 , 3797.43589744 , 4206.15384615 , 3770.76923077 , 4253.84615385 , 1658.0 , 1699.0 , 14.674 , 0.0 , 0.0 , 0.0 , 0.0 , 

28.0 , 3961.53846154 , 4344.61538462 , 4385.64102564 , 4192.30769231 , 4333.84615385 , 4534.87179487 , 4380.51282051 , 4150.25641026 , 4291.79487179 , 3807.69230769 , 3800.51282051 , 4209.23076923 , 3772.82051282 , 4252.30769231 , 1662.0 , 1694.0 , 14.689 , 0.0 , 0.0 , 0.0 , 0.0 , 

29.0 , 3956.41025641 , 4337.94871795 , 4386.66666667 , 4190.25641026 , 4335.38461538 , 4536.92307692 , 4384.1025641 , 4126.66666667 , 4293.33333333 , 3800.0 , 3803.58974359 , 4216.41025641 , 3773.33333333 , 4257.94871795 , 1671.0 , 1693.0 , 14.689 , 0.0 , 0.0 , 0.0 , 0.0 , 

30.0 , 3945.64102564 , 4340.0 , 4386.15384615 , 4191.79487179 , 4336.92307692 , 4536.92307692 , 4385.64102564 , 4101.53846154 , 4301.02564103 , 3802.56410256 , 3801.02564103 , 4213.33333333 , 3774.87179487 , 4261.53846154 , 1670.0 , 1693.0 , 14.706 , 0.0 , 0.0 , 0.0 , 0.0 , 

31.0 , 3947.17948718 , 4347.69230769 , 4385.64102564 , 4192.30769231 , 4338.46153846 , 4536.41025641 , 4384.61538462 , 4103.58974359 , 4303.07692308 , 3805.12820513 , 3798.97435897 , 4211.28205128 , 3781.02564103 , 4251.28205128 , 1667.0 , 1694.0 , 14.706 , 0.0 , 0.0 , 0.0 , 0.0 , 

32.0 , 3952.82051282 , 4349.23076923 , 4385.64102564 , 4193.84615385 , 4338.97435897 , 4536.92307692 , 4384.1025641 , 4121.02564103 , 4296.92307692 , 3803.07692308 , 3799.48717949 , 4211.79487179 , 3784.1025641 , 4247.17948718 , 1662.0 , 1695.0 , 14.722 , 0.0 , 0.0 , 0.0 , 0.0 , 

33.0 , 3946.15384615 , 4346.15384615 , 4387.69230769 , 4194.35897436 , 4335.38461538 , 4536.41025641 , 4383.58974359 , 4134.87179487 , 4292.82051282 , 3803.58974359 , 3800.0 , 4208.71794872 , 3784.61538462 , 4262.56410256 , 1664.0 , 1699.0 , 14.722 , 0.0 , 0.0 , 0.0 , 0.0 , 

34.0 , 3933.84615385 , 4343.58974359 , 4389.23076923 , 4191.79487179 , 4331.28205128 , 4535.38461538 , 4388.71794872 , 4134.35897436 , 4295.38461538 , 3802.56410256 , 3800.51282051 , 4215.38461538 , 3787.17948718 , 4275.8974359 , 1670.0 , 1695.0 , 14.737 , 0.0 , 0.0 , 0.0 , 0.0 , 

35.0 , 3931.28205128 , 4343.58974359 , 4391.79487179 , 4191.79487179 , 4332.30769231 , 4536.41025641 , 4394.35897436 , 4117.94871795 , 4297.43589744 , 3802.56410256 , 3804.1025641 , 4223.07692308 , 3788.71794872 , 4272.82051282 , 1668.0 , 1694.0 , 14.737 , 0.0 , 0.0 , 0.0 , 0.0 , 

36.0 , 3938.97435897 , 4344.1025641 , 4394.87179487 , 4195.8974359 , 4335.8974359 , 4536.41025641 , 4389.74358974 , 4110.76923077 , 4296.41025641 , 3803.58974359 , 3806.66666667 , 4217.94871795 , 3785.64102564 , 4261.53846154 , 1667.0 , 1689.0 , 14.753 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 3948.71794872 , 4344.1025641 , 4395.38461538 , 4195.38461538 , 4338.97435897 , 4536.41025641 , 4382.56410256 , 4122.05128205 , 4296.92307692 , 3802.56410256 , 3803.58974359 , 4212.30769231 , 3786.66666667 , 4254.87179487 , 1663.0 , 1689.0 , 14.753 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 3944.1025641 , 4344.61538462 , 4390.76923077 , 4193.33333333 , 4339.48717949 , 4537.43589744 , 4383.58974359 , 4128.71794872 , 4296.41025641 , 3802.56410256 , 3800.0 , 4216.41025641 , 3790.76923077 , 4261.53846154 , 1662.0 , 1693.0 , 14.768 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 3934.87179487 , 4345.64102564 , 4389.74358974 , 4194.87179487 , 4337.94871795 , 4536.92307692 , 4386.66666667 , 4126.66666667 , 4293.84615385 , 3802.56410256 , 3802.05128205 , 4218.46153846 , 3789.74358974 , 4273.33333333 , 1663.0 , 1697.0 , 14.768 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 3939.48717949 , 4345.64102564 , 4390.76923077 , 4193.33333333 , 4337.94871795 , 4535.38461538 , 4385.12820513 , 4123.07692308 , 4293.33333333 , 3802.56410256 , 3804.1025641 , 4216.92307692 , 3790.76923077 , 4272.30769231 , 1663.0 , 1700.0 , 14.784 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 3950.25641026 , 4346.66666667 , 4387.69230769 , 4191.79487179 , 4340.0 , 4536.41025641 , 4383.07692308 , 4117.94871795 , 4296.41025641 , 3802.56410256 , 3804.1025641 , 4217.43589744 , 3792.30769231 , 4263.07692308 , 1662.0 , 1698.0 , 14.784 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 3951.28205128 , 4347.17948718 , 4389.74358974 , 4194.87179487 , 4338.46153846 , 4535.8974359 , 4383.58974359 , 4115.8974359 , 4296.41025641 , 3802.56410256 , 3803.58974359 , 4214.87179487 , 3790.25641026 , 4260.0 , 1659.0 , 1697.0 , 14.8 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 3946.66666667 , 4344.1025641 , 4396.92307692 , 4194.87179487 , 4336.41025641 , 4534.87179487 , 4386.15384615 , 4119.48717949 , 4294.87179487 , 3802.56410256 , 3801.02564103 , 4212.82051282 , 3789.74358974 , 4265.12820513 , 1658.0 , 1696.0 , 14.8 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 3942.56410256 , 4342.56410256 , 4394.87179487 , 4191.79487179 , 4337.94871795 , 4536.41025641 , 4385.64102564 , 4123.07692308 , 4295.38461538 , 3802.56410256 , 3800.51282051 , 4217.43589744 , 3792.82051282 , 4273.33333333 , 1657.0 , 1698.0 , 14.815 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 3942.05128205 , 4344.1025641 , 4388.20512821 , 4193.33333333 , 4338.46153846 , 4535.8974359 , 4383.58974359 , 4124.1025641 , 4296.92307692 , 3802.56410256 , 3802.56410256 , 4219.48717949 , 3793.33333333 , 4276.41025641 , 1658.0 , 1700.0 , 14.815 , 0.0 , 0.0 , 0.0 , 0.0 , 

46.0 , 3946.66666667 , 4347.17948718 , 4390.25641026 , 4194.87179487 , 4336.92307692 , 4534.35897436 , 4383.07692308 , 4121.02564103 , 4296.92307692 , 3802.56410256 , 3802.05128205 , 4215.38461538 , 3794.35897436 , 4271.28205128 , 1654.0 , 1703.0 , 14.831 , 0.0 , 0.0 , 0.0 , 0.0 , 

47.0 , 3949.74358974 , 4349.74358974 , 4392.30769231 , 4191.79487179 , 4338.97435897 , 4536.92307692 , 4383.58974359 , 4115.38461538 , 4295.8974359 , 3802.56410256 , 3799.48717949 , 4212.30769231 , 3795.38461538 , 4263.07692308 , 1654.0 , 1703.0 , 14.831 , 0.0 , 0.0 , 0.0 , 0.0 , 

48.0 , 3949.23076923 , 4351.79487179 , 4386.66666667 , 4192.82051282 , 4341.02564103 , 4537.94871795 , 4384.1025641 , 4117.43589744 , 4297.43589744 , 3802.56410256 , 3802.56410256 , 4215.8974359 , 3794.87179487 , 4261.02564103 , 1653.0 , 1702.0 , 14.846 , 0.0 , 0.0 , 0.0 , 0.0 , 

49.0 , 3947.69230769 , 4350.25641026 , 4385.12820513 , 4194.87179487 , 4339.48717949 , 4534.87179487 , 4385.12820513 , 4123.07692308 , 4300.0 , 3802.56410256 , 3805.64102564 , 4217.94871795 , 3794.35897436 , 4267.17948718 , 1653.0 , 1702.0 , 14.846 , 0.0 , 0.0 , 0.0 , 0.0 , 

50.0 , 3947.69230769 , 4348.20512821 , 4389.74358974 , 4193.33333333 , 4338.46153846 , 4534.87179487 , 4386.15384615 , 4123.07692308 , 4300.0 , 3802.56410256 , 3803.58974359 , 4215.8974359 , 3795.38461538 , 4272.30769231 , 1653.0 , 1701.0 , 14.862 , 0.0 , 0.0 , 0.0 , 0.0 , 

51.0 , 3948.71794872 , 4350.25641026 , 4391.28205128 , 4192.30769231 , 4337.94871795 , 4537.43589744 , 4384.61538462 , 4125.64102564 , 4296.41025641 , 3802.56410256 , 3803.58974359 , 4215.38461538 , 3795.8974359 , 4269.23076923 , 1652.0 , 1701.0 , 14.862 , 0.0 , 0.0 , 0.0 , 0.0 , 

52.0 , 3953.33333333 , 4352.30769231 , 4390.25641026 , 4194.35897436 , 4336.92307692 , 4536.41025641 , 4385.12820513 , 4129.23076923 , 4295.8974359 , 3802.56410256 , 3806.66666667 , 4219.48717949 , 3793.33333333 , 4265.64102564 , 1653.0 , 1701.0 , 14.878 , 0.0 , 0.0 , 0.0 , 0.0 , 

53.0 , 3953.33333333 , 4350.25641026 , 4390.76923077 , 4195.8974359 , 4335.8974359 , 4535.38461538 , 4389.74358974 , 4125.64102564 , 4299.48717949 , 3802.56410256 , 3806.66666667 , 4220.0 , 3790.25641026 , 4265.64102564 , 1653.0 , 1702.0 , 14.878 , 0.0 , 0.0 , 0.0 , 0.0 , 

54.0 , 3947.69230769 , 4350.76923077 , 4393.33333333 , 4194.35897436 , 4335.8974359 , 4535.8974359 , 4389.23076923 , 4118.97435897 , 4298.46153846 , 3802.56410256 , 3803.07692308 , 4216.41025641 , 3792.82051282 , 4268.20512821 , 1653.0 , 1700.0 , 14.893 , 0.0 , 0.0 , 0.0 , 0.0 , 

55.0 , 3948.20512821 , 4353.84615385 , 4392.30769231 , 4191.79487179 , 4337.43589744 , 4536.41025641 , 4383.58974359 , 4122.05128205 , 4296.41025641 , 3802.56410256 , 3804.61538462 , 4217.43589744 , 3795.38461538 , 4270.76923077 , 1652.0 , 1701.0 , 14.893 , 0.0 , 0.0 , 0.0 , 0.0 , 

56.0 , 3953.84615385 , 4350.76923077 , 4390.25641026 , 4191.79487179 , 4336.92307692 , 4535.8974359 , 4381.02564103 , 4129.23076923 , 4298.46153846 , 3802.56410256 , 3806.15384615 , 4217.94871795 , 3794.87179487 , 4269.23076923 , 1654.0 , 1700.0 , 14.909 , 0.0 , 0.0 , 0.0 , 0.0 , 

57.0 , 3952.30769231 , 4347.69230769 , 4388.20512821 , 4192.82051282 , 4335.38461538 , 4534.35897436 , 4383.58974359 , 4126.66666667 , 4301.02564103 , 3802.56410256 , 3804.61538462 , 4215.38461538 , 3795.38461538 , 4268.20512821 , 1655.0 , 1701.0 , 14.909 , 0.0 , 0.0 , 0.0 , 0.0 , 

58.0 , 3949.23076923 , 4352.82051282 , 4386.66666667 , 4190.25641026 , 4335.8974359 , 4534.35897436 , 4383.58974359 , 4118.46153846 , 4298.97435897 , 3802.56410256 , 3805.12820513 , 4216.41025641 , 3795.38461538 , 4270.76923077 , 1653.0 , 1699.0 , 14.926 , 0.0 , 0.0 , 0.0 , 0.0 , 

59.0 , 3950.76923077 , 4354.87179487 , 4387.17948718 , 4189.74358974 , 4335.38461538 , 4534.87179487 , 4383.07692308 , 4119.48717949 , 4298.97435897 , 3802.56410256 , 3807.17948718 , 4218.46153846 , 3793.33333333 , 4270.76923077 , 1654.0 , 1699.0 , 14.926 , 0.0 , 0.0 , 0.0 , 0.0 , 

60.0 , 3951.79487179 , 4349.74358974 , 4388.20512821 , 4191.79487179 , 4333.84615385 , 4534.87179487 , 4384.1025641 , 4126.66666667 , 4301.53846154 , 3802.56410256 , 3807.17948718 , 4216.41025641 , 3794.87179487 , 4268.71794872 , 1656.0 , 1699.0 , 14.942 , 0.0 , 0.0 , 0.0 , 0.0 , 

61.0 , 3947.69230769 , 4348.71794872 , 4386.66666667 , 4190.25641026 , 4335.38461538 , 4534.87179487 , 4382.56410256 , 4129.23076923 , 4300.51282051 , 3802.56410256 , 3805.12820513 , 4215.8974359 , 3796.92307692 , 4271.79487179 , 1658.0 , 1699.0 , 14.942 , 0.0 , 0.0 , 0.0 , 0.0 , 

62.0 , 3947.17948718 , 4350.76923077 , 4387.17948718 , 4189.74358974 , 4335.38461538 , 4534.87179487 , 4384.1025641 , 4125.64102564 , 4298.46153846 , 3802.56410256 , 3806.15384615 , 4217.94871795 , 3794.87179487 , 4273.33333333 , 1660.0 , 1697.0 , 14.958 , 0.0 , 0.0 , 0.0 , 0.0 , 

63.0 , 3950.76923077 , 4350.25641026 , 4388.20512821 , 4192.82051282 , 4331.79487179 , 4536.92307692 , 4384.1025641 , 4122.05128205 , 4297.94871795 , 3802.56410256 , 3807.17948718 , 4219.48717949 , 3793.84615385 , 4271.79487179 , 1660.0 , 1698.0 , 14.958 , 0.0 , 0.0 , 0.0 , 0.0 , 

64.0 , 3956.41025641 , 4350.76923077 , 4386.15384615 , 4192.82051282 , 4331.28205128 , 4535.38461538 , 4381.02564103 , 4121.02564103 , 4297.43589744 , 3802.56410256 , 3807.17948718 , 4220.0 , 3795.8974359 , 4271.28205128 , 1663.0 , 1697.0 , 14.973 , 0.0 , 0.0 , 0.0 , 0.0 , 

65.0 , 3958.46153846 , 4354.35897436 , 4386.66666667 , 4190.76923077 , 4333.33333333 , 4530.25641026 , 4382.56410256 , 4124.61538462 , 4297.43589744 , 3802.56410256 , 3807.17948718 , 4220.0 , 3797.43589744 , 4270.25641026 , 1661.0 , 1697.0 , 14.973 , 0.0 , 0.0 , 0.0 , 0.0 , 

66.0 , 3958.97435897 , 4353.84615385 , 4390.76923077 , 4191.79487179 , 4333.33333333 , 4529.74358974 , 4385.64102564 , 4128.71794872 , 4298.97435897 , 3802.56410256 , 3807.17948718 , 4218.97435897 , 3798.97435897 , 4268.71794872 , 1662.0 , 1697.0 , 14.989 , 0.0 , 0.0 , 0.0 , 0.0 , 

67.0 , 3957.43589744 , 4350.25641026 , 4389.74358974 , 4193.84615385 , 4334.87179487 , 4535.38461538 , 4383.58974359 , 4126.66666667 , 4298.46153846 , 3802.56410256 , 3807.69230769 , 4217.94871795 , 3797.43589744 , 4271.79487179 , 1664.0 , 1695.0 , 14.989 , 0.0 , 0.0 , 0.0 , 0.0 , 

68.0 , 3953.84615385 , 4349.74358974 , 4387.17948718 , 4193.33333333 , 4335.38461538 , 4535.38461538 , 4381.02564103 , 4124.1025641 , 4298.46153846 , 3802.56410256 , 3807.17948718 , 4217.43589744 , 3797.43589744 , 4274.87179487 , 1665.0 , 1695.0 , 15.004 , 0.0 , 0.0 , 0.0 , 0.0 , 

69.0 , 3951.79487179 , 4351.28205128 , 4388.20512821 , 4192.30769231 , 4335.38461538 , 4529.23076923 , 4382.56410256 , 4123.58974359 , 4300.51282051 , 3802.56410256 , 3806.66666667 , 4217.94871795 , 3798.46153846 , 4271.79487179 , 1663.0 , 1695.0 , 15.004 , 0.0 , 0.0 , 0.0 , 0.0 , 

70.0 , 3949.74358974 , 4351.79487179 , 4389.23076923 , 4192.82051282 , 4337.94871795 , 4531.28205128 , 4382.56410256 , 4124.61538462 , 4301.53846154 , 3802.56410256 , 3805.64102564 , 4218.97435897 , 3795.8974359 , 4268.20512821 , 1663.0 , 1696.0 , 15.02 , 0.0 , 0.0 , 0.0 , 0.0 , 

71.0 , 3945.64102564 , 4349.74358974 , 4392.30769231 , 4193.33333333 , 4336.41025641 , 4536.92307692 , 4383.07692308 , 4125.64102564 , 4298.46153846 , 3802.56410256 , 3805.12820513 , 4219.48717949 , 3795.8974359 , 4269.74358974 , 1664.0 , 1697.0 , 15.02 , 0.0 , 0.0 , 0.0 , 0.0 , 

72.0 , 3942.56410256 , 4347.69230769 , 4394.87179487 , 4192.82051282 , 4331.79487179 , 4535.38461538 , 4385.64102564 , 4126.15384615 , 4296.92307692 , 3802.56410256 , 3805.64102564 , 4218.46153846 , 3802.05128205 , 4272.30769231 , 1664.0 , 1696.0 , 15.036 , 0.0 , 0.0 , 0.0 , 0.0 , 

73.0 , 3942.05128205 , 4349.74358974 , 4393.33333333 , 4192.30769231 , 4332.30769231 , 4534.35897436 , 4385.12820513 , 4126.66666667 , 4297.94871795 , 3802.56410256 , 3806.66666667 , 4217.43589744 , 3802.05128205 , 4272.30769231 , 1664.0 , 1694.0 , 15.036 , 0.0 , 0.0 , 0.0 , 0.0 , 

74.0 , 3936.92307692 , 4350.76923077 , 4391.79487179 , 4194.35897436 , 4334.87179487 , 4535.8974359 , 4384.1025641 , 4124.61538462 , 4298.97435897 , 3802.56410256 , 3807.17948718 , 4221.02564103 , 3795.38461538 , 4271.28205128 , 1663.0 , 1696.0 , 15.051 , 0.0 , 0.0 , 0.0 , 0.0 , 

75.0 , 3936.92307692 , 4345.12820513 , 4394.35897436 , 4194.35897436 , 4335.38461538 , 4536.41025641 , 4384.61538462 , 4123.07692308 , 4298.46153846 , 3802.56410256 , 3806.15384615 , 4222.05128205 , 3797.43589744 , 4271.79487179 , 1664.0 , 1695.0 , 15.051 , 0.0 , 0.0 , 0.0 , 0.0 , 

76.0 , 3945.12820513 , 4344.61538462 , 4392.30769231 , 4192.30769231 , 4335.8974359 , 4535.38461538 , 4384.61538462 , 4120.51282051 , 4298.46153846 , 3802.56410256 , 3805.64102564 , 4216.92307692 , 3800.0 , 4270.76923077 , 1663.0 , 1695.0 , 15.067 , 0.0 , 0.0 , 0.0 , 0.0 , 

77.0 , 3948.20512821 , 4351.28205128 , 4388.71794872 , 4190.76923077 , 4336.92307692 , 4536.41025641 , 4383.07692308 , 4120.0 , 4298.97435897 , 3802.56410256 , 3805.64102564 , 4215.38461538 , 3797.43589744 , 4270.25641026 , 1662.0 , 1696.0 , 15.067 , 0.0 , 0.0 , 0.0 , 0.0 , 

78.0 , 3944.61538462 , 4348.71794872 , 4390.25641026 , 4191.79487179 , 4337.43589744 , 4535.38461538 , 4384.1025641 , 4122.56410256 , 4297.94871795 , 3802.56410256 , 3805.64102564 , 4216.41025641 , 3799.48717949 , 4271.79487179 , 1662.0 , 1697.0 , 15.082 , 0.0 , 0.0 , 0.0 , 0.0 , 

79.0 , 3943.07692308 , 4344.61538462 , 4392.30769231 , 4192.30769231 , 4339.48717949 , 4535.8974359 , 4384.61538462 , 4122.56410256 , 4297.94871795 , 3802.56410256 , 3804.61538462 , 4214.87179487 , 3803.58974359 , 4271.79487179 , 1662.0 , 1698.0 , 15.082 , 0.0 , 0.0 , 0.0 , 0.0 , 

80.0 , 3947.17948718 , 4351.28205128 , 4390.25641026 , 4192.30769231 , 4338.97435897 , 4536.92307692 , 4384.1025641 , 4121.53846154 , 4297.94871795 , 3802.56410256 , 3804.1025641 , 4216.41025641 , 3802.56410256 , 4269.74358974 , 1661.0 , 1697.0 , 15.098 , 0.0 , 0.0 , 0.0 , 0.0 , 

81.0 , 3948.20512821 , 4353.84615385 , 4388.20512821 , 4192.30769231 , 4336.92307692 , 4535.38461538 , 4385.64102564 , 4122.56410256 , 4296.41025641 , 3802.56410256 , 3805.12820513 , 4218.46153846 , 3799.48717949 , 4269.23076923 , 1661.0 , 1697.0 , 15.098 , 0.0 , 0.0 , 0.0 , 0.0 , 

82.0 , 3946.15384615 , 4348.20512821 , 4388.20512821 , 4192.82051282 , 4336.41025641 , 4534.35897436 , 4386.15384615 , 4121.53846154 , 4295.38461538 , 3802.56410256 , 3806.15384615 , 4217.43589744 , 3799.48717949 , 4271.79487179 , 1661.0 , 1697.0 , 15.114 , 0.0 , 0.0 , 0.0 , 0.0 , 

